,Start hour,End hour,Capital cost,Operating cost per year,C_alt
0,0.0,6.0,100000.0,391350.0,1126.986301369863
1,6.0,12.0,100000.0,391350.0,1126.986301369863
2,12.0,18.0,100000.0,391350.0,1126.986301369863
3,18.0,0.0,100000.0,391350.0,1126.986301369863
4,0.0,12.0,100000.0,752700.0,2116.986301369863
5,12.0,0.0,100000.0,752700.0,2116.986301369863
6,6.0,18.0,100000.0,752700.0,2116.986301369863
7,18.0,6.0,100000.0,752700.0,2116.986301369863
