hour, t(sec), P1 (kW), Q1 (kvar), P2 (kW), Q2 (kvar),
8,1920,0.706787,0.232311,0,0,0.011779783333333
8,1980,0.705275,0.231806,0,0,0.011754583333333
8,2040,0.705955,0.232039,0,0,0.011765916666667
8,2100,0.703449,0.231211,0,0,0.01172415
8,2160,0.703076,0.231081,0,0,0.011717933333333
8,2220,0.825892,0.271453,0,0,0.013764866666667
8,2280,0.828691,0.27238,0,0,0.013811516666667
8,2340,1.00064,0.328893,0,0,0.016677333333333
8,2400,0.95747,0.314707,0,0,0.015957833333333
8,2460,0.914575,0.300604,0,0,0.015242916666667
8,2520,0.850633,0.279625,0,0,0.014177216666667
8,2580,0.850884,0.27968,0,0,0.0141814
8,2640,1.02212,0.336037,0,0,0.017035333333333
8,2700,0.914854,0.300736,0,0,0.015247566666667
8,2760,0.915552,0.300952,0,0,0.0152592
8,2820,0.915598,0.300942,0,0,0.015259966666667
8,2880,1.23532,0.40603,0,0,0.020588666666667
8,2940,1.23498,0.405892,0,0,0.020583
8,3000,1.2352,0.405999,0,0,0.020586666666667
8,3060,1.23555,0.406092,0,0,0.0205925
8,3120,0.916031,0.301112,0,0,0.015267183333333
8,3180,0.915924,0.301043,0,0,0.0152654
8,3240,0.916021,0.3011,0,0,0.015267016666667
8,3300,0.791026,0.260017,0,0,0.013183766666667
8,3360,0.791076,0.260018,0,0,0.0131846
8,3420,0.791384,0.260132,0,0,0.013189733333333
8,3480,0.789247,0.259411,0,0,0.013154116666667
8,3540,0.78924,0.25941,0,0,0.013154
9,0,0.788857,0.259283,0,0,0.013147616666667
9,60,0.791617,0.260196,0,0,0.013193616666667
9,120,0.791866,0.260283,0,0,0.013197766666667
9,180,0.789125,0.259371,0,0,0.013152083333333
9,240,0.789145,0.259393,0,0,0.013152416666667
9,300,0.78705,0.258649,0,0,0.0131175
9,360,0.621532,0.204291,0,0,0.010358866666667
9,420,0.621679,0.204341,0,0,0.010361316666667
9,480,0.621773,0.204366,0,0,0.010362883333333
9,540,0.619364,0.203574,0,0,0.010322733333333
9,600,0.619737,0.20372,0,0,0.01032895
9,660,0.620142,0.203836,0,0,0.0103357
9,720,0.620131,0.203815,0,0,0.010335516666667
9,780,0.620591,0.203999,0,0,0.010343183333333
9,840,0.621065,0.204149,0,0,0.010351083333333
9,900,0.621287,0.204208,0,0,0.010354783333333
9,960,0.621669,0.204342,0,0,0.01036115
9,1020,0.621668,0.204333,0,0,0.010361133333333
9,1080,0.62142,0.20424,0,0,0.010357
9,1140,0.621047,0.204121,0,0,0.010350783333333
9,1200,0.621076,0.204139,0,0,0.010351266666667
9,1260,0.621131,0.204158,0,0,0.010352183333333
9,1320,0.62148,0.204285,0,0,0.010358
9,1380,0.621461,0.204264,0,0,0.010357683333333
9,1440,0.609715,0.200414,0,0,0.010161916666667
9,1500,0.611371,0.200949,0,0,0.010189516666667
9,1560,0.613032,0.201495,0,0,0.0102172
9,1620,0.625041,0.205457,0,0,0.01041735
9,1680,1.80873,0.594513,0,0,0.0301455
9,1740,1.80319,0.592676,0,0,0.030053166666667
9,1800,1.80153,0.592128,0,0,0.0300255
9,1860,0.470696,0.15471,0,0,0.007844933333333
9,1920,0.470709,0.154717,0,0,0.00784515
9,1980,0.470749,0.154735,0,0,0.007845816666667
9,2040,0.470336,0.15459,0,0,0.007838933333333
9,2100,0.595643,0.195769,0,0,0.009927383333333
9,2160,0.595397,0.195686,0,0,0.009923283333333
9,2220,0.59526,0.195649,0,0,0.009921
9,2280,0.594913,0.195519,0,0,0.009915216666667
9,2340,0.594895,0.19553,0,0,0.009914916666667
9,2400,0.595237,0.195667,0,0,0.009920616666667
9,2460,0.59521,0.195638,0,0,0.009920166666667
9,2520,0.59514,0.195609,0,0,0.009919
9,2580,0.594871,0.195523,0,0,0.009914516666667
9,2640,0.594268,0.195299,0,0,0.009904466666667
9,2700,0.594133,0.19528,0,0,0.009902216666667
9,2760,0.592059,0.194599,0,0,0.00986765
9,2820,0.591998,0.194583,0,0,0.009866633333333
9,2880,0.59225,0.194673,0,0,0.009870833333333
9,2940,0.594327,0.195348,0,0,0.00990545
9,3000,0.594096,0.195259,0,0,0.0099016
9,3060,0.762384,0.250575,0,0,0.0127064
9,3120,0.762043,0.25046,0,0,0.012700716666667
9,3180,0.637028,0.209383,0,0,0.010617133333333
9,3240,0.638632,0.209913,0,0,0.010643866666667
9,3300,0.639012,0.210036,0,0,0.0106502
9,3360,0.638779,0.20995,0,0,0.010646316666667
9,3420,0.637459,0.209516,0,0,0.010624316666667
9,3480,0.637082,0.209376,0,0,0.010618033333333
9,3540,0.635343,0.208788,0,0,0.01058905
10,0,0.637156,0.20948,0,0,0.010619266666667
10,60,0.640053,0.210379,0,0,0.01066755
10,120,0.640337,0.210484,0,0,0.010672283333333
10,180,0.640733,0.2106,0,0,0.010678883333333
10,240,0.640731,0.210598,0,0,0.01067885
10,300,0.64094,0.21069,0,0,0.010682333333333
10,360,0.640962,0.210673,0,0,0.0106827
10,420,0.638793,0.209959,0,0,0.01064655
10,480,0.638855,0.209983,0,0,0.010647583333333
10,540,0.63888,0.20999,0,0,0.010648
10,600,0.641325,0.210797,0,0,0.01068875
10,660,0.641083,0.210701,0,0,0.010684716666667
10,720,0.641326,0.210795,0,0,0.010688766666667
10,780,0.471795,0.155072,0,0,0.00786325
10,840,0.471784,0.155075,0,0,0.007863066666667
10,900,0.471694,0.155037,0,0,0.007861566666667
10,960,0.471531,0.15498,0,0,0.00785885
10,1020,0.471481,0.154968,0,0,0.007858016666667
10,1080,0.47166,0.155044,0,0,0.007861
10,1140,0.471843,0.155096,0,0,0.00786405
10,1200,0.473167,0.155523,0,0,0.007886116666667
10,1260,0.472966,0.155454,0,0,0.007882766666667
10,1320,0.472959,0.155453,0,0,0.00788265
10,1380,0.469963,0.154462,0,0,0.007832716666667
10,1440,0.469896,0.154445,0,0,0.0078316
10,1500,0.57804,0.189991,0,0,0.009634
10,1560,0.577096,0.18968,0,0,0.009618266666667
10,1620,0.577115,0.189689,0,0,0.009618583333333
10,1680,0.468906,0.154118,0,0,0.0078151
10,1740,0.468889,0.154115,0,0,0.007814816666667
10,1800,2.84732,0.935703,0,0,0.047455333333333
10,1860,2.84805,0.936142,0,0,0.0474675
10,1920,2.84875,0.936348,0,0,0.047479166666667
10,1980,0.46945,0.154342,0,0,0.007824166666667
10,2040,0.469485,0.154314,0,0,0.00782475
10,2100,0.469621,0.154361,0,0,0.007827016666667
10,2160,0.46967,0.154375,0,0,0.007827833333333
10,2220,0.469836,0.154429,0,0,0.0078306
10,2280,0.403842,0.132701,0,0,0.0067307
10,2340,0.405528,0.133293,0,0,0.0067588
10,2400,0.405679,0.133341,0,0,0.006761316666667
10,2460,0.405611,0.133318,0,0,0.006760183333333
10,2520,0.406814,0.133715,0,0,0.006780233333333
10,2580,0.406757,0.133679,0,0,0.006779283333333
10,2640,0.406917,0.133747,0,0,0.00678195
10,2700,0.406751,0.133688,0,0,0.006779183333333
10,2760,0.406711,0.133679,0,0,0.006778516666667
10,2820,0.406849,0.133726,0,0,0.006780816666667
10,2880,0.406809,0.133709,0,0,0.00678015
10,2940,0.532831,0.17513,0,0,0.008880516666667
10,3000,0.532848,0.175142,0,0,0.0088808
10,3060,0.532685,0.175084,0,0,0.008878083333333
10,3120,0.532692,0.175086,0,0,0.0088782
10,3180,0.532406,0.174981,0,0,0.008873433333333
10,3240,0.5324,0.174991,0,0,0.008873333333333
10,3300,0.532107,0.174883,0,0,0.00886845
10,3360,0.528167,0.173597,0,0,0.008802783333333
10,3420,0.5282,0.173611,0,0,0.008803333333333
10,3480,0.52819,0.173607,0,0,0.008803166666667
10,3540,0.531648,0.174748,0,0,0.0088608
11,0,0.531492,0.174691,0,0,0.0088582
11,60,0.531659,0.174757,0,0,0.008860983333333
11,120,0.53135,0.174639,0,0,0.008855833333333
11,180,0.531321,0.174637,0,0,0.00885535
11,240,0.531246,0.174604,0,0,0.0088541
11,300,0.531119,0.174567,0,0,0.008851983333333
11,360,0.531128,0.174576,0,0,0.008852133333333
11,420,0.405606,0.133317,0,0,0.0067601
11,480,0.398854,0.131095,0,0,0.006647566666667
11,540,0.398684,0.131038,0,0,0.006644733333333
11,600,0.398919,0.13112,0,0,0.00664865
11,660,0.405395,0.133256,0,0,0.006756583333333
11,720,0.404463,0.132913,0,0,0.00674105
11,780,0.404535,0.132968,0,0,0.00674225
11,840,0.404322,0.13289,0,0,0.0067387
11,900,0.573812,0.188633,0,0,0.009563533333333
11,960,0.569909,0.187318,0,0,0.009498483333333
11,1020,0.57026,0.187444,0,0,0.009504333333333
11,1080,0.570343,0.187467,0,0,0.009505716666667
11,1140,0.570578,0.187546,0,0,0.009509633333333
11,1200,0.570645,0.187565,0,0,0.00951075
11,1260,0.568553,0.186842,0,0,0.009475883333333
11,1320,0.568416,0.186826,0,0,0.0094736
11,1380,0.568373,0.186812,0,0,0.009472883333333
11,1440,0.568826,0.186979,0,0,0.009480433333333
11,1500,0.568778,0.186942,0,0,0.009479633333333
11,1560,0.56873,0.18693,0,0,0.009478833333333
11,1620,0.568584,0.186883,0,0,0.0094764
11,1680,0.568599,0.18689,0,0,0.00947665
11,1740,0.568611,0.186895,0,0,0.00947685
11,1800,0.568436,0.186837,0,0,0.009473933333333
11,1860,0.568339,0.186798,0,0,0.009472316666667
11,1920,0.568215,0.186761,0,0,0.00947025
11,1980,0.568362,0.186814,0,0,0.0094727
11,2040,0.568365,0.186811,0,0,0.00947275
11,2100,0.565189,0.185736,0,0,0.009419816666667
11,2160,0.565172,0.185763,0,0,0.009419533333333
11,2220,0.400257,0.131559,0,0,0.00667095
11,2280,0.399557,0.131312,0,0,0.006659283333333
11,2340,0.399668,0.131367,0,0,0.006661133333333
11,2400,0.399578,0.131335,0,0,0.006659633333333
11,2460,0.0386312,0.0127,0,0,0.000643853333333
11,2520,0.0386339,0.0126983,0,0,0.000643898333333
11,2580,0.0386584,0.0127065,0,0,0.000644306666667
11,2640,0.0386599,0.0127063,0,0,0.000644331666667
11,2700,0.038658,0.0127062,0,0,0.0006443
11,2760,0.038659,0.0127065,0,0,0.000644316666667
11,2820,0.0386594,0.0127068,0,0,0.000644323333333
11,2880,0.0386931,0.0127185,0,0,0.000644885
11,2940,0.038689,0.0127165,0,0,0.000644816666667
11,3000,0.0386938,0.0127178,0,0,0.000644896666667
11,3060,0.0386837,0.012715,0,0,0.000644728333333
11,3120,0.0385604,0.0126723,0,0,0.000642673333333
11,3180,0.0385583,0.0126734,0,0,0.000642638333333
11,3240,0.0385402,0.0126665,0,0,0.000642336666667
11,3300,0.0385424,0.0126684,0,0,0.000642373333333
11,3360,0.0385171,0.0126595,0,0,0.000641951666667
11,3420,0.0385223,0.0126616,0,0,0.000642038333333
11,3480,0.0385289,0.0126643,0,0,0.000642148333333
11,3540,0.0385371,0.0126664,0,0,0.000642285
12,0,0.0385385,0.0126671,0,0,0.000642308333333
12,60,0.0385176,0.0126602,0,0,0.00064196
12,120,0.0385561,0.0126729,0,0,0.000642601666667
12,180,0.0385259,0.0126628,0,0,0.000642098333333
12,240,0.0383863,0.0126152,0,0,0.000639771666667
12,300,0.038529,0.012664,0,0,0.00064215
12,360,0.0385293,0.0126639,0,0,0.000642155
12,420,0.0384924,0.0126514,0,0,0.00064154
12,480,0.0383014,0.0125876,0,0,0.000638356666667
12,540,0.0383041,0.0125896,0,0,0.000638401666667
12,600,0.0382205,0.0125615,0,0,0.000637008333333
12,660,0.0381873,0.0125515,0,0,0.000636455
12,720,0.0381905,0.0125526,0,0,0.000636508333333
12,780,0.0381789,0.0125488,0,0,0.000636315
12,840,0.0381834,0.0125503,0,0,0.00063639
12,900,0.038169,0.0125454,0,0,0.00063615
12,960,0.0381805,0.0125494,0,0,0.000636341666667
12,1020,0.0381751,0.0125475,0,0,0.000636251666667
12,1080,0.0382039,0.0125573,0,0,0.000636731666667
12,1140,0.0385073,0.0126569,0,0,0.000641788333333
12,1200,0.0385038,0.0126556,0,0,0.00064173
12,1260,0.205337,0.0674913,0,0,0.003422283333333
12,1320,0.205245,0.0674605,0,0,0.00342075
12,1380,0.206266,0.067797,0,0,0.003437766666667
12,1440,0.206269,0.0677978,0,0,0.003437816666667
12,1500,0.206191,0.0677696,0,0,0.003436516666667
12,1560,0.206111,0.0677437,0,0,0.003435183333333
12,1620,0.206167,0.0677653,0,0,0.003436116666667
12,1680,0.207178,0.0680968,0,0,0.003452966666667
12,1740,0.206994,0.0680351,0,0,0.0034499
12,1800,0.206995,0.0680356,0,0,0.003449916666667
12,1860,0.206887,0.0679971,0,0,0.003448116666667
12,1920,0.206119,0.0677475,0,0,0.003435316666667
12,1980,0.206201,0.0677754,0,0,0.003436683333333
12,2040,0.206194,0.0677716,0,0,0.003436566666667
12,2100,0.207756,0.0682873,0,0,0.0034626
12,2160,0.207717,0.0682719,0,0,0.00346195
12,2220,0.20768,0.0682603,0,0,0.003461333333333
12,2280,0.207723,0.0682764,0,0,0.00346205
12,2340,0.207673,0.0682574,0,0,0.003461216666667
12,2400,0.208065,0.0683881,0,0,0.00346775
12,2460,0.208129,0.068411,0,0,0.003468816666667
12,2520,0.2082,0.0684321,0,0,0.00347
12,2580,0.0390525,0.0128361,0,0,0.000650875
12,2640,0.0390511,0.0128354,0,0,0.000650851666667
12,2700,0.0390467,0.0128338,0,0,0.000650778333333
12,2760,0.0390479,0.0128345,0,0,0.000650798333333
12,2820,0.0389843,0.0128119,0,0,0.000649738333333
12,2880,0.0389848,0.0128131,0,0,0.000649746666667
12,2940,0.0389856,0.0128139,0,0,0.00064976
12,3000,0.0390498,0.0128369,0,0,0.00065083
12,3060,0.0390533,0.0128372,0,0,0.000650888333333
12,3120,0.039054,0.0128357,0,0,0.0006509
12,3180,0.0390482,0.0128342,0,0,0.000650803333333
12,3240,0.039056,0.0128376,0,0,0.000650933333333
12,3300,0.039047,0.0128341,0,0,0.000650783333333
12,3360,0.039052,0.012836,0,0,0.000650866666667
12,3420,0.0390505,0.012835,0,0,0.000650841666667
12,3480,0.0390505,0.0128353,0,0,0.000650841666667
12,3540,0.0390596,0.0128386,0,0,0.000650993333333
13,0,0.0390589,0.0128381,0,0,0.000650981666667
13,60,0.0390747,0.0128434,0,0,0.000651245
13,120,0.0390748,0.0128432,0,0,0.000651246666667
13,180,0.0390827,0.0128462,0,0,0.000651378333333
13,240,0.039044,0.012833,0,0,0.000650733333333
13,300,0.0390554,0.0128374,0,0,0.000650923333333
13,360,0.0390442,0.0128328,0,0,0.000650736666667
13,420,0.0390113,0.0128214,0,0,0.000650188333333
13,480,0.0390088,0.0128215,0,0,0.000650146666667
13,540,0.0390109,0.0128222,0,0,0.000650181666667
13,600,0.0390106,0.0128223,0,0,0.000650176666667
13,660,0.0390318,0.012829,0,0,0.00065053
13,720,0.0390314,0.0128289,0,0,0.000650523333333
13,780,0.0390218,0.0128255,0,0,0.000650363333333
13,840,0.0390206,0.0128254,0,0,0.000650343333333
13,900,0.0390174,0.0128242,0,0,0.00065029
13,960,0.0390377,0.0128317,0,0,0.000650628333333
13,1020,0.0390495,0.0128354,0,0,0.000650825
13,1080,0.0390323,0.0128288,0,0,0.000650538333333
13,1140,0.0390225,0.0128259,0,0,0.000650375
13,1200,0.0385139,0.0126587,0,0,0.000641898333333
13,1260,0.0384785,0.0126467,0,0,0.000641308333333
13,1320,0.0384939,0.0126527,0,0,0.000641565
13,1380,0.0389956,0.0128178,0,0,0.000649926666667
13,1440,0.0390094,0.0128221,0,0,0.000650156666667
13,1500,0.0390178,0.0128248,0,0,0.000650296666667
13,1560,0.0390526,0.0128371,0,0,0.000650876666667
13,1620,0.0390527,0.0128359,0,0,0.000650878333333
13,1680,0.164813,0.0541696,0,0,0.002746883333333
13,1740,0.164804,0.0541686,0,0,0.002746733333333
13,1800,0.164804,0.0541681,0,0,0.002746733333333
13,1860,0.165006,0.0542357,0,0,0.0027501
13,1920,0.165095,0.0542647,0,0,0.002751583333333
13,1980,0.165104,0.0542671,0,0,0.002751733333333
13,2040,0.165198,0.0543017,0,0,0.0027533
13,2100,0.165214,0.0543,0,0,0.002753566666667
13,2160,0.165183,0.0542914,0,0,0.00275305
13,2220,0.16518,0.0542915,0,0,0.002753
13,2280,0.165115,0.0542707,0,0,0.002751916666667
13,2340,0.165116,0.054271,0,0,0.002751933333333
13,2400,0.165091,0.0542615,0,0,0.002751516666667
13,2460,0.165084,0.05426,0,0,0.0027514
13,2520,0.165107,0.0542708,0,0,0.002751783333333
13,2580,0.165108,0.0542684,0,0,0.0027518
13,2640,0.165113,0.054271,0,0,0.002751883333333
13,2700,0.165006,0.0542341,0,0,0.0027501
13,2760,0.208312,0.0684639,0,0,0.003471866666667
13,2820,0.208296,0.0684626,0,0,0.0034716
13,2880,0.208181,0.068425,0,0,0.003469683333333
13,2940,0.208183,0.0684263,0,0,0.003469716666667
13,3000,0.208184,0.068426,0,0,0.003469733333333
13,3060,0.208346,0.0684862,0,0,0.003472433333333
13,3120,0.208347,0.0684795,0,0,0.00347245
13,3180,0.208338,0.0684775,0,0,0.0034723
13,3240,0.208359,0.0684847,0,0,0.00347265
13,3300,0.207613,0.0682202,0,0,0.003460216666667
13,3360,0.207607,0.0682374,0,0,0.003460116666667
13,3420,0.20763,0.068245,0,0,0.0034605
13,3480,0.20768,0.0682632,0,0,0.003461333333333
13,3540,0.207614,0.0682368,0,0,0.003460233333333
14,0,0.207599,0.068234,0,0,0.003459983333333
14,60,0.207564,0.0682229,0,0,0.0034594
14,120,0.207746,0.0682839,0,0,0.003462433333333
14,180,0.207752,0.0682863,0,0,0.003462533333333
14,240,0.207717,0.0682723,0,0,0.00346195
14,300,0.207675,0.0682586,0,0,0.00346125
14,360,0.207622,0.0682408,0,0,0.003460366666667
14,420,0.207621,0.0682415,0,0,0.00346035
14,480,0.0389425,0.0128002,0,0,0.000649041666667
14,540,0.0389416,0.0127995,0,0,0.000649026666667
14,600,0.0389362,0.0127976,0,0,0.000648936666667
14,660,0.0390556,0.0128403,0,0,0.000650926666667
14,720,0.0390422,0.0128321,0,0,0.000650703333333
14,780,0.0390436,0.0128331,0,0,0.000650726666667
14,840,0.0390427,0.0128319,0,0,0.000650711666667
14,900,0.0390418,0.0128324,0,0,0.000650696666667
14,960,0.0390393,0.0128315,0,0,0.000650655
14,1020,0.039031,0.0128293,0,0,0.000650516666667
14,1080,0.0390472,0.0128358,0,0,0.000650786666667
14,1140,0.0390385,0.0128312,0,0,0.000650641666667
14,1200,0.0390038,0.012818,0,0,0.000650063333333
14,1260,0.0390646,0.01284,0,0,0.000651076666667
14,1320,0.0390298,0.0128262,0,0,0.000650496666667
14,1380,0.0390232,0.0128263,0,0,0.000650386666667
14,1440,0.0389579,0.0128044,0,0,0.000649298333333
14,1500,0.038783,0.0127472,0,0,0.000646383333333
14,1560,0.038829,0.0127626,0,0,0.00064715
14,1620,0.038836,0.0127649,0,0,0.000647266666667
14,1680,0.0388348,0.0127643,0,0,0.000647246666667
14,1740,0.0388325,0.0127637,0,0,0.000647208333333
14,1800,0.0388335,0.0127639,0,0,0.000647225
14,1860,0.0388421,0.012767,0,0,0.000647368333333
14,1920,0.0388669,0.012776,0,0,0.000647781666667
14,1980,0.0388705,0.0127761,0,0,0.000647841666667
14,2040,0.0388693,0.0127756,0,0,0.000647821666667
14,2100,0.0387715,0.0127434,0,0,0.000646191666667
14,2160,0.0387651,0.0127413,0,0,0.000646085
14,2220,0.0387731,0.0127444,0,0,0.000646218333333
14,2280,0.0388298,0.0127629,0,0,0.000647163333333
14,2340,0.164029,0.0539159,0,0,0.002733816666667
14,2400,0.16419,0.0539671,0,0,0.0027365
14,2460,0.164132,0.0539471,0,0,0.002735533333333
14,2520,0.164159,0.0539567,0,0,0.002735983333333
14,2580,0.163492,0.0537367,0,0,0.002724866666667
14,2640,0.163572,0.0537638,0,0,0.0027262
14,2700,0.163684,0.0538032,0,0,0.002728066666667
14,2760,0.164375,0.054028,0,0,0.002739583333333
14,2820,0.164296,0.054001,0,0,0.002738266666667
14,2880,0.163516,0.053734,0,0,0.002725266666667
14,2940,0.163517,0.0537461,0,0,0.002725283333333
14,3000,0.163519,0.0537459,0,0,0.002725316666667
14,3060,0.163398,0.0537061,0,0,0.0027233
14,3120,0.163366,0.0536944,0,0,0.002722766666667
14,3180,0.330951,0.108778,0,0,0.00551585
14,3240,0.330737,0.108696,0,0,0.005512283333333
14,3300,0.330826,0.108739,0,0,0.005513766666667
14,3360,0.329715,0.108371,0,0,0.00549525
14,3420,0.20558,0.0675715,0,0,0.003426333333333
14,3480,0.205558,0.0675632,0,0,0.003425966666667
14,3540,0.205529,0.0675541,0,0,0.003425483333333
15,0,0.20545,0.0675261,0,0,0.003424166666667
15,60,0.205548,0.0675603,0,0,0.0034258
15,120,0.20561,0.0675818,0,0,0.003426833333333
15,180,0.205611,0.067581,0,0,0.00342685
15,240,0.205521,0.0675511,0,0,0.00342535
15,300,0.205657,0.0675965,0,0,0.003427616666667
15,360,0.20566,0.0675973,0,0,0.003427666666667
15,420,0.205671,0.0676009,0,0,0.00342785
15,480,0.20676,0.0679594,0,0,0.003446
15,540,0.205699,0.067594,0,0,0.003428316666667
15,600,0.205693,0.0676114,0,0,0.003428216666667
15,660,0.205739,0.0676282,0,0,0.003428983333333
15,720,0.205665,0.0675981,0,0,0.00342775
15,780,0.205741,0.0676253,0,0,0.003429016666667
15,840,0.20581,0.0676467,0,0,0.003430166666667
15,900,0.0386031,0.0126883,0,0,0.000643385
15,960,0.038617,0.0126931,0,0,0.000643616666667
15,1020,0.0386285,0.0126969,0,0,0.000643808333333
15,1080,0.0386299,0.0126972,0,0,0.000643831666667
15,1140,0.0386147,0.0126916,0,0,0.000643578333333
15,1200,0.038615,0.0126928,0,0,0.000643583333333
15,1260,0.0386145,0.0126919,0,0,0.000643575
15,1320,0.0385985,0.0126862,0,0,0.000643308333333
15,1380,0.0387274,0.0127292,0,0,0.000645456666667
15,1440,0.03872,0.0127266,0,0,0.000645333333333
15,1500,0.0388727,0.0127769,0,0,0.000647878333333
15,1560,0.038889,0.0127827,0,0,0.00064815
15,1620,0.0388915,0.0127832,0,0,0.000648191666667
15,1680,0.0388985,0.0127856,0,0,0.000648308333333
15,1740,0.0390897,0.0128483,0,0,0.000651495
15,1800,0.0390881,0.0128477,0,0,0.000651468333333
15,1860,0.297139,0.0976641,0,0,0.004952316666667
15,1920,0.297173,0.0976777,0,0,0.004952883333333
15,1980,0.297204,0.0976876,0,0,0.0049534
15,2040,0.297205,0.0976873,0,0,0.004953416666667
15,2100,0.297192,0.0976818,0,0,0.0049532
15,2160,0.297129,0.0976591,0,0,0.00495215
15,2220,0.297226,0.0976978,0,0,0.004953766666667
15,2280,0.297273,0.0977103,0,0,0.00495455
15,2340,0.295997,0.0972886,0,0,0.004933283333333
15,2400,0.29596,0.0972762,0,0,0.004932666666667
15,2460,0.296004,0.0972877,0,0,0.0049334
15,2520,0.378186,0.124303,0,0,0.0063031
15,2580,0.378399,0.124374,0,0,0.00630665
15,2640,0.378537,0.124428,0,0,0.00630895
15,2700,0.378495,0.124412,0,0,0.00630825
15,2760,0.378303,0.124338,0,0,0.00630505
15,2820,0.378108,0.124266,0,0,0.0063018
15,2880,0.377935,0.124208,0,0,0.006298916666667
15,2940,0.378007,0.124246,0,0,0.006300116666667
15,3000,0.377925,0.124217,0,0,0.00629875
15,3060,0.377858,0.124196,0,0,0.006297633333333
15,3120,0.377744,0.124156,0,0,0.006295733333333
15,3180,0.377608,0.124109,0,0,0.006293466666667
15,3240,0.377475,0.124067,0,0,0.00629125
15,3300,0.420267,0.138134,0,0,0.00700445
15,3360,0.420657,0.138279,0,0,0.00701095
15,3420,0.42056,0.138231,0,0,0.007009333333333
15,3480,0.42045,0.138194,0,0,0.0070075
15,3540,0.47651,0.156623,0,0,0.007941833333333
16,0,0.530605,0.174407,0,0,0.008843416666667
16,60,0.405698,0.133348,0,0,0.006761633333333
16,120,0.407758,0.134025,0,0,0.006795966666667
16,180,0.406214,0.133514,0,0,0.006770233333333
16,240,0.574715,0.188903,0,0,0.009578583333333
16,300,0.574808,0.188934,0,0,0.009580133333333
16,360,0.576623,0.189529,0,0,0.009610383333333
16,420,0.684814,0.225098,0,0,0.011413566666667
16,480,0.576785,0.189602,0,0,0.009613083333333
16,540,0.576816,0.18959,0,0,0.0096136
16,600,0.576809,0.189589,0,0,0.009613483333333
16,660,0.576448,0.18945,0,0,0.009607466666667
16,720,0.574036,0.188608,0,0,0.009567266666667
16,780,0.573624,0.188532,0,0,0.0095604
16,840,0.574075,0.188715,0,0,0.009567916666667
16,900,0.684401,0.225031,0,0,0.011406683333333
16,960,0.683959,0.224796,0,0,0.011399316666667
16,1020,0.575541,0.189165,0,0,0.00959235
16,1080,0.575554,0.189176,0,0,0.009592566666667
16,1140,0.573702,0.188566,0,0,0.0095617
16,1200,0.57338,0.18846,0,0,0.009556333333333
16,1260,0.616312,0.202569,0,0,0.010271866666667
16,1320,0.617705,0.203031,0,0,0.010295083333333
16,1380,0.617592,0.202993,0,0,0.0102932
16,1440,0.616096,0.20247,0,0,0.010268266666667
16,1500,0.616134,0.202524,0,0,0.0102689
16,1560,0.448317,0.147359,0,0,0.00747195
16,1620,0.491489,0.161546,0,0,0.008191483333333
16,1680,0.491368,0.1615,0,0,0.008189466666667
16,1740,0.520769,0.171167,0,0,0.008679483333333
16,1800,0.582667,0.191478,0,0,0.009711116666667
16,1860,0.582554,0.191478,0,0,0.009709233333333
16,1920,0.53879,0.177092,0,0,0.008979833333333
16,1980,0.607873,0.199794,0,0,0.010131216666667
16,2040,0.606836,0.199449,0,0,0.010113933333333
16,2100,0.608216,0.19991,0,0,0.010136933333333
16,2160,0.542058,0.178146,0,0,0.0090343
16,2220,0.41219,0.135483,0,0,0.006869833333333
16,2280,0.411192,0.135152,0,0,0.0068532
16,2340,0.47489,0.156086,0,0,0.007914833333333
16,2400,0.411264,0.135179,0,0,0.0068544
16,2460,0.412188,0.13548,0,0,0.0068698
16,2520,0.329043,0.108149,0,0,0.00548405
16,2580,0.327918,0.107774,0,0,0.0054653
16,2640,0.274862,0.0903421,0,0,0.004581033333333
16,2700,0.274613,0.0902568,0,0,0.004576883333333
16,2760,0.27584,0.0906646,0,0,0.004597333333333
16,2820,0.275732,0.0906262,0,0,0.004595533333333
16,2880,0.275663,0.0906055,0,0,0.004594383333333
16,2940,0.339601,0.111621,0,0,0.005660016666667
16,3000,0.319921,0.105177,0,0,0.005332016666667
16,3060,0.321235,0.105586,0,0,0.005353916666667
16,3120,0.31946,0.10498,0,0,0.005324333333333
16,3180,0.318547,0.10469,0,0,0.005309116666667
16,3240,0.361093,0.118685,0,0,0.006018216666667
16,3300,0.361242,0.118737,0,0,0.0060207
16,3360,0.363099,0.119346,0,0,0.00605165
16,3420,0.320203,0.105245,0,0,0.005336716666667
16,3480,0.405752,0.133363,0,0,0.006762533333333
16,3540,0.406817,0.133714,0,0,0.006780283333333
17,0,0.340834,0.112026,0,0,0.005680566666667
17,60,0.46457,0.152696,0,0,0.007742833333333
17,120,0.464582,0.152701,0,0,0.007743033333333
17,180,0.46404,0.152515,0,0,0.007734
17,240,0.595286,0.195679,0,0,0.009921433333333
17,300,0.593096,0.194922,0,0,0.009884933333333
17,360,2.93594,0.964903,0,0,0.048932333333333
17,420,2.92785,0.962334,0,0,0.0487975
17,480,2.92712,0.962096,0,0,0.048785333333333
17,540,0.655142,0.215361,0,0,0.010919033333333
17,600,0.653158,0.214678,0,0,0.010885966666667
17,660,0.758436,0.249287,0,0,0.0126406
17,720,0.758391,0.249269,0,0,0.01263985
17,780,0.758289,0.249227,0,0,0.01263815
17,840,0.759214,0.249554,0,0,0.012653566666667
